Customer_ID,snapshot_date,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20,loan_id,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance
CUS_0x15b7,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,45.0,-9.0,68.0,-57.0,187.0,79.0,134.0,-11.0,57.0,-23.0,220.0,131.0,123.0,136.0,206.0,-3.0,-86.0,41.0,179.0,149.0,,,,,,,,,
CUS_0x15c4,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,49.0,86.0,33.0,26.0,-115.0,168.0,116.0,272.0,135.0,218.0,86.0,209.0,214.0,282.0,95.0,-27.0,173.0,74.0,4.0,138.0,,,,,,,,,
CUS_0x1661,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,-24.0,153.0,49.0,44.0,203.0,-20.0,134.0,242.0,-37.0,70.0,55.0,-74.0,-1.0,13.0,185.0,31.0,-18.0,154.0,20.0,184.0,,,,,,,,,
CUS_0x16c4,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,277.0,146.0,-70.0,101.0,46.0,181.0,16.0,47.0,11.0,174.0,51.0,26.0,104.0,-15.0,229.0,77.0,19.0,-70.0,-47.0,61.0,CUS_0x16c4_2024_06_01,2024-06-01,10.0,2.0,10000.0,1000.0,1000.0,0.0,8000.0
CUS_0x1786,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,169.0,161.0,-159.0,197.0,74.0,227.0,-13.0,19.0,63.0,49.0,65.0,-53.0,28.0,110.0,84.0,104.0,102.0,18.0,-32.0,129.0,,,,,,,,,
CUS_0x18cb,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,276.0,109.0,132.0,247.0,-73.0,157.0,-19.0,144.0,154.0,117.0,7.0,305.0,183.0,75.0,69.0,67.0,31.0,23.0,103.0,132.0,CUS_0x18cb_2024_01_01,2024-01-01,10.0,7.0,10000.0,1000.0,0.0,5000.0,8000.0
CUS_0x1902,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,75.0,-36.0,100.0,3.0,232.0,88.0,20.0,226.0,218.0,108.0,21.0,-55.0,153.0,-109.0,-21.0,14.0,192.0,32.0,-33.0,168.0,,,,,,,,,
CUS_0x1911,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,131.0,165.0,153.0,177.0,-34.0,210.0,133.0,313.0,155.0,276.0,-14.0,-7.0,3.0,-40.0,132.0,212.0,77.0,118.0,58.0,191.0,,,,,,,,,
CUS_0x1912,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,19.0,49.0,132.0,153.0,277.0,68.0,75.0,122.0,181.0,276.0,50.0,73.0,-99.0,16.0,167.0,25.0,129.0,-4.0,163.0,64.0,CUS_0x1912_2023_10_01,2023-10-01,10.0,10.0,10000.0,1000.0,1000.0,0.0,0.0
CUS_0x1916,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,206.0,58.0,75.0,45.0,264.0,149.0,198.0,-38.0,23.0,-31.0,206.0,243.0,147.0,42.0,126.0,145.0,26.0,99.0,91.0,208.0,CUS_0x1916_2023_12_01,2023-12-01,10.0,8.0,10000.0,1000.0,1000.0,0.0,2000.0
CUS_0x1938,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,137.0,206.0,164.0,101.0,310.0,302.0,57.0,-189.0,220.0,178.0,41.0,111.0,142.0,44.0,22.0,165.0,24.0,-82.0,54.0,190.0,,,,,,,,,
CUS_0x193e,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,109.0,73.0,-33.0,262.0,221.0,65.0,192.0,102.0,2.0,265.0,-7.0,67.0,235.0,108.0,115.0,56.0,110.0,148.0,39.0,56.0,CUS_0x193e_2023_10_01,2023-10-01,10.0,10.0,10000.0,1000.0,0.0,7000.0,7000.0
CUS_0x1960,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,-50.0,111.0,58.0,14.0,38.0,115.0,-14.0,21.0,227.0,373.0,194.0,180.0,130.0,14.0,17.0,83.0,104.0,175.0,156.0,41.0,,,,,,,,,
CUS_0x19ad,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,68.0,143.0,261.0,199.0,98.0,138.0,108.0,-55.0,48.0,94.0,-2.0,135.0,-56.0,138.0,177.0,106.0,123.0,98.0,71.0,33.0,,,,,,,,,
CUS_0x19de,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,144.0,184.0,68.0,-157.0,-26.0,93.0,-9.0,182.0,114.0,-44.0,63.0,-29.0,304.0,240.0,73.0,-61.0,90.0,52.0,50.0,106.0,CUS_0x19de_2023_11_01,2023-11-01,10.0,9.0,10000.0,1000.0,1000.0,0.0,1000.0
CUS_0x1a3a,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,178.0,-27.0,151.0,-99.0,34.0,-26.0,72.0,263.0,104.0,-79.0,189.0,168.0,51.0,25.0,9.0,185.0,268.0,271.0,168.0,61.0,,,,,,,,,
CUS_0x1aee,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,32.0,-18.0,124.0,22.0,146.0,203.0,70.0,163.0,266.0,-71.0,147.0,160.0,-21.0,17.0,46.0,173.0,-178.0,124.0,169.0,149.0,,,,,,,,,
CUS_0x1b42,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,170.0,69.0,144.0,-7.0,130.0,77.0,59.0,108.0,156.0,346.0,120.0,274.0,121.0,224.0,156.0,-41.0,74.0,298.0,115.0,206.0,,,,,,,,,
CUS_0x1c09,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,128.0,78.0,258.0,94.0,2.0,78.0,-58.0,93.0,158.0,149.0,124.0,247.0,249.0,220.0,133.0,48.0,183.0,93.0,133.0,93.0,,,,,,,,,
CUS_0x1c99,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,151.0,181.0,38.0,14.0,120.0,266.0,148.0,-30.0,-6.0,-10.0,31.0,171.0,-22.0,-51.0,316.0,16.0,-15.0,65.0,69.0,12.0,,,,,,,,,
CUS_0x1cb0,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,119.0,111.0,67.0,19.0,-70.0,451.0,36.0,59.0,203.0,273.0,116.0,-68.0,138.0,270.0,68.0,58.0,228.0,95.0,135.0,61.0,,,,,,,,,
CUS_0x1cc0,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,218.0,-90.0,28.0,188.0,305.0,173.0,123.0,137.0,99.0,109.0,118.0,243.0,107.0,113.0,188.0,123.0,3.0,223.0,224.0,328.0,,,,,,,,,
CUS_0x1d85,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,136.0,87.0,79.0,182.0,52.0,93.0,139.0,190.0,-15.0,113.0,40.0,44.0,123.0,116.0,-61.0,215.0,-75.0,66.0,1.0,85.0,CUS_0x1d85_2024_03_01,2024-03-01,10.0,5.0,10000.0,1000.0,1000.0,0.0,5000.0
CUS_0x1db5,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,86.0,206.0,43.0,73.0,-118.0,146.0,-49.0,205.0,106.0,137.0,293.0,256.0,203.0,86.0,92.0,-2.0,-23.0,86.0,123.0,88.0,,,,,,,,,
CUS_0x1dd4,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,89.0,-53.0,124.0,110.0,106.0,212.0,71.0,67.0,134.0,-31.0,89.0,44.0,59.0,-24.0,124.0,87.0,86.0,213.0,103.0,CUS_0x1dd4_2024_04_01,2024-04-01,10.0,4.0,10000.0,1000.0,1000.0,0.0,6000.0
CUS_0x1e6b,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,118.0,59.0,228.0,161.0,96.0,216.0,30.0,-16.0,99.0,21.0,74.0,60.0,-48.0,173.0,64.0,-176.0,21.0,104.0,78.0,-15.0,,,,,,,,,
CUS_0x1ef5,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,68.0,-58.0,-6.0,121.0,2.0,157.0,217.0,-27.0,6.0,-38.0,75.0,122.0,-49.0,58.0,45.0,77.0,-40.0,-117.0,52.0,-63.0,,,,,,,,,
CUS_0x1fbd,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,171.0,89.0,38.0,-24.0,11.0,284.0,58.0,115.0,61.0,174.0,26.0,281.0,137.0,24.0,-18.0,266.0,169.0,-71.0,44.0,203.0,CUS_0x1fbd_2024_04_01,2024-04-01,10.0,4.0,10000.0,1000.0,1000.0,0.0,6000.0
CUS_0x1fef,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,88.0,50.0,73.0,44.0,39.0,11.0,242.0,52.0,217.0,178.0,60.0,298.0,136.0,78.0,47.0,267.0,252.0,42.0,-79.0,50.0,CUS_0x1fef_2023_11_01,2023-11-01,10.0,9.0,10000.0,1000.0,1000.0,0.0,1000.0
CUS_0x2043,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,-106.0,114.0,127.0,62.0,16.0,-18.0,119.0,77.0,115.0,81.0,78.0,79.0,264.0,144.0,160.0,325.0,239.0,109.0,326.0,354.0,,,,,,,,,
CUS_0x20fa,2024-08-01,Paul Arnoldi,31,882-01-5970,Engineer,25696.65,1879.3875000000005,7.0,7.0,2875.0,0,,27.0,15,5.99,9.0,_,841.23,29.971985581374213,25 Years and 9 Months,Yes,0.0,249.25764992489562,Low_spent_Small_value_payments,228.6811000751044,,,,,,,,,,,,,,,,,,,,,CUS_0x20fa_2024_08_01,2024-08-01,10.0,0.0,10000.0,0.0,0.0,0.0,10000.0
CUS_0x2127,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,164.0,166.0,-4.0,214.0,222.0,257.0,118.0,157.0,243.0,83.0,208.0,155.0,-60.0,-22.0,220.0,126.0,24.0,27.0,62.0,192.0,CUS_0x2127_2024_02_01,2024-02-01,10.0,6.0,10000.0,1000.0,1000.0,0.0,4000.0
CUS_0x2171,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,81.0,74.0,159.0,174.0,178.0,12.0,105.0,-105.0,8.0,330.0,67.0,-49.0,-120.0,118.0,238.0,73.0,120.0,53.0,189.0,254.0,,,,,,,,,
CUS_0x21cd,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,201.0,224.0,69.0,174.0,31.0,136.0,-28.0,160.0,353.0,291.0,96.0,47.0,33.0,100.0,77.0,100.0,46.0,34.0,82.0,164.0,,,,,,,,,
CUS_0x21e6,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,197.0,188.0,197.0,58.0,226.0,53.0,146.0,101.0,279.0,51.0,26.0,99.0,171.0,-28.0,82.0,296.0,71.0,158.0,3.0,306.0,,,,,,,,,
CUS_0x224f,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,236.0,203.0,120.0,171.0,182.0,70.0,179.0,69.0,50.0,92.0,110.0,90.0,-36.0,-51.0,96.0,77.0,206.0,-60.0,-3.0,-15.0,,,,,,,,,
CUS_0x2283,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,30.0,104.0,26.0,100.0,104.0,138.0,43.0,113.0,140.0,112.0,204.0,45.0,-24.0,150.0,279.0,168.0,94.0,-46.0,245.0,-16.0,,,,,,,,,
CUS_0x229f,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,-112.0,186.0,-82.0,124.0,123.0,128.0,26.0,50.0,98.0,-43.0,92.0,-154.0,5.0,290.0,58.0,184.0,239.0,93.0,-101.0,103.0,,,,,,,,,
CUS_0x22ba,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x22ba_2024_07_01,2024-07-01,10.0,1.0,10000.0,1000.0,1000.0,0.0,9000.0
CUS_0x2311,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,59.0,107.0,120.0,43.0,172.0,55.0,103.0,15.0,182.0,34.0,-9.0,141.0,28.0,319.0,226.0,161.0,-106.0,-79.0,61.0,-91.0,CUS_0x2311_2024_01_01,2024-01-01,10.0,7.0,10000.0,1000.0,1000.0,0.0,3000.0
CUS_0x2314,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,180.0,120.0,282.0,-126.0,270.0,8.0,187.0,55.0,198.0,123.0,19.0,275.0,344.0,-47.0,-65.0,33.0,151.0,187.0,165.0,178.0,CUS_0x2314_2023_12_01,2023-12-01,10.0,8.0,10000.0,1000.0,1000.0,0.0,2000.0
CUS_0x23a1,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,127.0,34.0,-79.0,173.0,245.0,191.0,144.0,317.0,152.0,113.0,155.0,12.0,129.0,92.0,241.0,153.0,180.0,137.0,278.0,30.0,CUS_0x23a1_2024_03_01,2024-03-01,10.0,5.0,10000.0,1000.0,1000.0,0.0,5000.0
CUS_0x23a4,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,51.0,184.0,-18.0,29.0,245.0,155.0,153.0,11.0,242.0,43.0,48.0,-18.0,22.0,215.0,161.0,135.0,95.0,80.0,182.0,-104.0,CUS_0x23a4_2024_06_01,2024-06-01,10.0,2.0,10000.0,1000.0,1000.0,0.0,8000.0
CUS_0x23a8,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,251.0,259.0,143.0,190.0,222.0,219.0,145.0,173.0,36.0,87.0,77.0,32.0,229.0,-26.0,132.0,6.0,185.0,139.0,258.0,25.0,CUS_0x23a8_2023_10_01,2023-10-01,10.0,10.0,10000.0,1000.0,1000.0,0.0,0.0
CUS_0x23c5,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,183.0,195.0,-28.0,118.0,43.0,102.0,208.0,174.0,93.0,197.0,130.0,128.0,70.0,137.0,101.0,214.0,-52.0,240.0,-50.0,31.0,,,,,,,,,
CUS_0x242b,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,55.0,84.0,-206.0,202.0,158.0,130.0,-56.0,139.0,93.0,121.0,-19.0,156.0,369.0,159.0,-24.0,171.0,108.0,-15.0,20.0,151.0,,,,,,,,,
CUS_0x24a1,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUS_0x24a1_2024_07_01,2024-07-01,10.0,1.0,10000.0,1000.0,1000.0,0.0,9000.0
CUS_0x24df,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,68.0,118.0,118.0,299.0,93.0,113.0,41.0,40.0,180.0,141.0,182.0,236.0,43.0,93.0,61.0,46.0,-40.0,241.0,116.0,62.0,CUS_0x24df_2023_10_01,2023-10-01,10.0,10.0,10000.0,1000.0,1000.0,0.0,0.0
CUS_0x25ce,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,36.0,124.0,106.0,22.0,11.0,27.0,191.0,179.0,118.0,78.0,58.0,137.0,19.0,219.0,-82.0,-55.0,153.0,192.0,36.0,119.0,,,,,,,,,
CUS_0x2602,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,200.0,71.0,114.0,121.0,-35.0,65.0,194.0,217.0,-70.0,128.0,168.0,309.0,-155.0,149.0,46.0,123.0,160.0,241.0,45.0,49.0,,,,,,,,,
CUS_0x2652,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,142.0,97.0,91.0,3.0,-134.0,-32.0,207.0,393.0,36.0,118.0,169.0,32.0,263.0,37.0,-2.0,18.0,115.0,137.0,-53.0,21.0,,,,,,,,,
CUS_0x26fd,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,110.0,68.0,49.0,218.0,199.0,86.0,316.0,121.0,-80.0,180.0,55.0,263.0,119.0,49.0,183.0,1.0,219.0,5.0,193.0,68.0,,,,,,,,,
CUS_0x2708,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,169.0,176.0,397.0,105.0,42.0,170.0,101.0,81.0,136.0,164.0,181.0,53.0,104.0,46.0,55.0,78.0,32.0,160.0,-190.0,CUS_0x2708_2023_11_01,2023-11-01,10.0,9.0,10000.0,1000.0,1000.0,0.0,1000.0
CUS_0x2747,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,111.0,260.0,-19.0,242.0,7.0,41.0,255.0,133.0,142.0,64.0,3.0,10.0,-173.0,-13.0,110.0,117.0,186.0,51.0,126.0,79.0,,,,,,,,,
CUS_0x275a,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,215.0,59.0,117.0,298.0,26.0,135.0,226.0,141.0,70.0,52.0,-45.0,-82.0,163.0,87.0,238.0,-16.0,161.0,127.0,127.0,170.0,,,,,,,,,
CUS_0x276a,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,176.0,26.0,118.0,182.0,119.0,-8.0,22.0,170.0,176.0,41.0,95.0,158.0,62.0,52.0,163.0,173.0,-13.0,58.0,-94.0,323.0,,,,,,,,,
CUS_0x27ab,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,122.0,194.0,244.0,178.0,-44.0,14.0,148.0,-11.0,133.0,66.0,4.0,114.0,11.0,122.0,165.0,87.0,30.0,-56.0,15.0,40.0,CUS_0x27ab_2024_03_01,2024-03-01,10.0,5.0,10000.0,1000.0,1000.0,0.0,5000.0
CUS_0x2883,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,49.0,-16.0,167.0,104.0,264.0,67.0,0.0,5.0,87.0,-2.0,220.0,242.0,28.0,289.0,331.0,81.0,132.0,67.0,91.0,114.0,CUS_0x2883_2023_11_01,2023-11-01,10.0,9.0,10000.0,1000.0,0.0,7000.0,8000.0
CUS_0x28d2,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,259.0,77.0,80.0,149.0,106.0,-121.0,-98.0,-129.0,159.0,290.0,278.0,113.0,37.0,81.0,97.0,66.0,105.0,9.0,155.0,-14.0,,,,,,,,,
CUS_0x28f3,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,-57.0,176.0,106.0,82.0,69.0,106.0,-63.0,269.0,247.0,91.0,-13.0,215.0,314.0,97.0,180.0,132.0,64.0,106.0,-49.0,57.0,CUS_0x28f3_2024_06_01,2024-06-01,10.0,2.0,10000.0,1000.0,1000.0,0.0,8000.0
CUS_0x2923,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,190.0,217.0,-9.0,-56.0,28.0,62.0,57.0,62.0,-101.0,193.0,-55.0,230.0,19.0,93.0,237.0,91.0,217.0,14.0,196.0,111.0,,,,,,,,,
CUS_0x298e,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,171.0,84.0,255.0,252.0,280.0,14.0,80.0,-66.0,75.0,44.0,-43.0,189.0,105.0,34.0,74.0,39.0,94.0,102.0,-54.0,146.0,,,,,,,,,
CUS_0x2998,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,136.0,-84.0,205.0,325.0,92.0,-32.0,152.0,171.0,218.0,211.0,124.0,252.0,262.0,126.0,137.0,6.0,271.0,134.0,-100.0,147.0,CUS_0x2998_2024_04_01,2024-04-01,10.0,4.0,10000.0,1000.0,1000.0,0.0,6000.0
CUS_0x2999,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,246.0,218.0,132.0,82.0,139.0,94.0,-99.0,76.0,204.0,29.0,191.0,19.0,80.0,82.0,46.0,51.0,80.0,185.0,67.0,28.0,CUS_0x2999_2023_11_01,2023-11-01,10.0,9.0,10000.0,1000.0,0.0,8000.0,9000.0
CUS_0x2a06,2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,0.0,163.0,169.0,252.0,97.0,180.0,171.0,-21.0,283.0,-40.0,118.0,133.0,233.0,72.0,130.0,48.0,317.0,70.0,164.0,239.0,CUS_0x2a06_2024_01_01,2024-01-01,10.0,7.0,10000.0,1000.0,0.0,4000.0,7000.0
CUS_0x2a46,2024-08-01,Andreaa,32,295-98-3299,Writer,59641.5,4974.125,8.0,7.0,27.0,7,"Personal Loan, Debt Consolidation Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Personal Loan, and Mortgage Loan",24.0,22,23.99,8.0,Bad,3116.46,27.45709167494809,2 Years and 6 Months,Yes,260.94947555888155,139.21128080946093,Low_spent_Medium_value_payments,377.25174363165746,,,,,,,,,,,,,,,,,,,,,CUS_0x2a46_2024_08_01,2024-08-01,10.0,0.0,10000.0,0.0,0.0,0.0,10000.0
